PARTNER,TYPE,NAME_FIRST,NAMEMIDDLE,NAME_LAST,NAME_LST2,NAME_ORG1,NAME_ORG2,GESCHL,BIRTHDT,IDTYPE,IDNUMBER,RLTYP,ZZ_CATEGORIA,ZZ_AFILIACION,ZZ_ESTADO_AFIL,COUNTRY,REGION,CITY1,STREET,SMTP_ADDR,TELEFONOS,RELACIONES,ZZ_GRUPO_FAM,ZZ_CONSENT_DP,ZZ_CONSENT_COM,ZZ_PREF,ZZ_PREF_EMAIL,ZZ_FALLECIDO,ZZ_TIPO_ORG,CHDAT
0007000507,1,Enrique,William,Martínez,Mesa,,,1,19510604,ZCC,980544800,ZAFI,A,AF-000507,A,CO,CUN,25754,Carrera 168K # 74R-4 Sur,enrique.vargas691@ejemplo.test,3157863448:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000508,1,Isabel,,Naranjo,González,,,2,19410326,ZCC,938747386,ZAFI,C,AF-000508,A,CO,ANT,05001,Cr. 168 # 7-94 Este,isabel.rodríguez692@ejemplo.test,3383593374:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000509,1,Carmen,Diana,Giraldo,Márquez,,,2,19620522,ZCC,933422852,ZAFI,A,AF-000509,A,CO,BOG,11001,Cr. 10 # 9-78,carmen.gutiérrez693@ejemplo.test,3388686443:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000510,1,Edna,,Barrera,Castaño,,,2,19420822,ZCC,965415396,ZAFI,B,AF-000510,A,CO,CUN,25286,Cr. 70X # 3-7 Este,edna.moreno695@ejemplo.test,3268489564:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000511,1,Patricia,,Mora,Rojas,,,2,19450522,ZCC,912236070,ZAFI,B,AF-000511,A,CO,CUN,25286,Avenida calle 190 # 8-3 Este,patricia.ávila697@ejemplo.test,3013174394:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000512,1,Jhoana,Marcela,Lara,Osorio,,,2,19871121,ZCC,940129345,ZAFI,C,AF-000512,A,CO,ANT,05001,Calle 98 # 9-79 Este,jhoana.bonilla698@ejemplo.test,3091509711:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000513,1,Enrique,José,Ramírez,Vargas,,,1,19600627,ZCC,926181888,ZAFI,C,AF-000513,A,CO,CUN,25286,Avenida calle 3ª # 1-79 Este,enrique.gonzález700@ejemplo.test,3119480891:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000514,1,Edwin,,Blanco,Gutiérrez,,,1,19590704,ZPAS,954985185,ZAFI,B,AF-000514,A,CO,CUN,25754,Tr. 2I # 2C-86 Sur,edwin.vargas701@ejemplo.test,3054856832:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000515,1,Guillermo,Leonardo,Bautista,Sepúlveda,,,1,19421012,ZCC,988343132,ZAFI,B,AF-000515,A,CO,BOG,11001,Calle 125 # 45P-87 Este,guillermo.gómez702@ejemplo.test,3010554007:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000516,1,María,Fernanda,López,Castillo,,,2,19760901,ZCC,995467037,ZAFI,C,AF-000516,A,CO,ANT,05001,Cl. 50 # 77-2 Este,maría.lópez703@ejemplo.test,3492498613:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000517,1,Rafael,,López,Narváez,,,1,19700117,ZCE,959108587,ZAFI,B,AF-000517,A,CO,ANT,05001,Cr. 6P # 5-8 Sur,rafael.olaya706@ejemplo.test,3479838454:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000518,1,Angie,,Camargo,Martínez,,,2,19790319,ZCE,947863531,ZAFI,C,AF-000518,A,CO,VAL,76001,Tr. 171W Sur # 22W-3 Este,angie.suárez707@ejemplo.test,3271870537:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000519,1,Jaime,Raúl,Montoya,Bermúdez,,,1,20010930,ZCC,994199225,ZAFI,B,AF-000519,A,CO,VAL,76001,Cr. 8ª # 6-16 Sur,jaime.ruiz709@ejemplo.test,3263336912:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000520,1,Marina,,Chávez,Hernández,,,2,19700803,ZCC,986135369,ZAFI,B,AF-000520,A,CO,CUN,25286,Cl. 2S # 49-5 Este,marina.páez711@ejemplo.test,3416703849:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000521,1,Lucía,Gloria,Rojas,González,,,2,19900604,ZCC,954934947,ZAFI,A,AF-000521,A,CO,BOG,11001,Carrera 8ª # 6-8,lucía.patiño713@ejemplo.test,3110208338:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000522,1,Milena,,Gómez,Álvarez,,,2,19971218,ZCE,980223520,ZAFI,C,AF-000522,A,CO,CUN,25286,Carrera 9ª # 9-78 Este,milena.castro714@ejemplo.test,3048134745:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000523,1,Valentina,Mariana,Campo,Duarte,,,2,20000824,ZCC,914182722,ZAFI,C,AF-000523,A,CO,VAL,76001,Av. calle 1ª # 3N-9,valentina.ramírez716@ejemplo.test,3228007696:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000524,1,Paola,Luz,Gallego,Vega,,,2,19920227,ZCC,914267387,ZAFI,C,AF-000524,A,CO,BOG,11001,Cl. 95T # 72-57 Este,paola.escobar718@ejemplo.test,3240843082:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000525,1,Teresa,Leidy,Mendoza,Castro,,,2,19761212,ZCC,922391654,ZAFI,C,AF-000525,A,CO,CUN,25754,Calle 7ª # 57-46,teresa.narváez719@ejemplo.test,3315355328:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000526,1,Camilo,Carlos,Daza,Posada,,,1,19560805,ZCC,980681309,ZAFI,B,AF-000526,A,CO,CUN,25286,Avenida calle 80 # 77-40,camilo.cruz720@ejemplo.test,3380102300:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000527,1,David,Andrés,Silva,Molina,,,1,20040502,ZCC,969926276,ZAFI,B,AF-000527,A,CO,BOG,11001,Av. calle 1ª # 1M-5,david.vargas721@ejemplo.test,3372903951:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000528,1,Johana,María,Córdoba,Fajardo,,,2,19891205,ZPPT,989117546,ZAFI,C,AF-000528,A,CO,ANT,05001,Cr. 143B # 5-5,johana.campo722@ejemplo.test,3055127640:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000529,1,Eduardo,,Escobar,Arias,,,1,19861102,ZCC,917216157,ZAFI,A,AF-000529,A,CO,VAL,76001,Diagonal 87 # 39-96,eduardo.pinzón723@ejemplo.test,3061345387:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000530,1,Antonio,,López,Figueroa,,,1,19831026,ZCC,985952750,ZAFI,A,AF-000530,A,CO,CUN,25754,Cr. 33 # 5-91 Sur,antonio.acevedo725@ejemplo.test,3216850980:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000531,1,Germán,Daniel,García,Ortiz,,,1,19941228,ZCC,984443111,ZAFI,B,AF-000531,A,CO,BOG,11001,Avenida Eugenia Rocío Hurtado Salcedo # 4P-4 Sur,germán.gil726@ejemplo.test,3415207957:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000532,1,Eliecer,Germán,Lozano,Cruz,,,1,19560327,ZCC,919803786,ZAFI,B,AF-000532,A,CO,CUN,25286,Cr. 88 # 82-32 Sur,eliecer.loaiza727@ejemplo.test,3098095525:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000533,1,Ana,Jenny,Carrillo,Camacho,,,2,19890731,ZCC,969261325,ZAFI,C,AF-000533,A,CO,ANT,05001,Cr. 3E # 56-23 Este,ana.rivera729@ejemplo.test,3376968588:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000534,1,Eugenia,,Castellanos,Martínez,,,2,19860807,ZCC,966674003,ZAFI,B,AF-000534,A,CO,CUN,25286,Cl. 6 Bis # 4-29 Sur,eugenia.gonzález730@ejemplo.test,3380839815:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000535,1,Rubén,,Bermúdez,Ospino,,,1,19901020,ZPPT,923955702,ZAFI,A,AF-000535,A,CO,CUN,25754,Calle 74 # 61R-86,rubén.díaz732@ejemplo.test,3159490213:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000536,1,Cindy,Eugenia,Castañeda,Barrios,,,2,19871213,ZCC,938231752,ZAFI,A,AF-000536,A,CO,ANT,05001,Cr. 46 # 91G-34 Sur,cindy.molina733@ejemplo.test,3259379156:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000537,1,César,Ángel,Alarcón,Castro,,,1,19981108,ZCC,985239314,ZAFI,A,AF-000537,A,CO,ANT,05001,Cr. 2ª # 6-20 Este,césar.mesa734@ejemplo.test,3441834225:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000538,1,Manuel,Ricardo,Correa,Rueda,,,1,20050222,ZCC,911525299,ZAFI,B,AF-000538,A,CO,ANT,05001,Cr. 5ª # 4D-99 Sur,manuel.figueroa735@ejemplo.test,3459427068:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000539,1,Alejandro,Carlos,Fernández,Cabrera,,,1,19841028,ZCC,941416390,ZAFI,C,AF-000539,A,CO,CUN,25286,Cl. 3ª # 5-44 Este,alejandro.gómez736@ejemplo.test,3095120646:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000540,1,José,Darwin,Molina,Córdoba,,,1,19740112,ZCC,964268730,ZAFI,B,AF-000540,A,CO,BOG,11001,Carrera 2ª # 8-68,josé.cardona737@ejemplo.test,3330240203:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000541,1,María,Jenny,Díaz,Castellanos,,,2,19490708,ZCC,912126439,ZAFI,B,AF-000541,A,CO,BOG,11001,Tr. 46 # 4O-1,maría.maldonado738@ejemplo.test,3283391457:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000542,1,Esther,Miriam,Duarte,Jiménez,,,2,20080506,ZPPT,977913013,ZAFI,B,AF-000542,A,CO,BOG,11001,Calle 9ª # 6-6 Sur,esther.castaño739@ejemplo.test,3474609429:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000543,1,Wendy,Marcela,Patiño,Calderón,,,2,19801102,ZCC,994851989,ZAFI,C,AF-000543,A,CO,CUN,25754,Calle 97 # 8-63,wendy.contreras740@ejemplo.test,3474794519:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000544,1,Luz,,Villamil,Morales,,,2,19610728,ZCC,939341217,ZAFI,C,AF-000544,A,CO,BOG,11001,Cr. 84 # 3-2 Este,luz.galindo742@ejemplo.test,3387718551:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000545,1,Isabel,Lilia,Villamizar,Martínez,,,2,19681010,ZCC,977941264,ZAFI,B,AF-000545,A,CO,CUN,25286,Cr. 8ª # 33C-64 Este,isabel.duarte743@ejemplo.test,3193512861:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000546,1,Juan,José,Córdoba,Lozano,,,1,20020110,ZCC,972390654,ZAFI,B,AF-000546,A,CO,ANT,05001,Carrera 45 # 81-8,juan.ocampo744@ejemplo.test,3478101764:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000547,1,Consuelo,Ligia,Trujillo,Martínez,,,2,19710718,ZPAS,996419092,ZAFI,A,AF-000547,A,CO,ANT,05001,Cl. 4ª # 4-12 Sur,consuelo.contreras745@ejemplo.test,3188056369:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000548,1,Andrés,William,Zapata,Jiménez,,,1,19580928,ZCC,939296580,ZAFI,A,AF-000548,A,CO,VAL,76001,Cr. 11 # 1-5 Sur,andrés.ochoa746@ejemplo.test,3099560004:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000549,1,Ramón,Eduar,Torres,Ospino,,,1,19701113,ZCC,957069214,ZAFI,A,AF-000549,A,CO,CUN,25286,Cr. 1I Bis F # 6-91,ramón.bernal747@ejemplo.test,3180599237:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000550,1,Mario,Alberto,Bolaños,Calderón,,,1,20080211,ZCC,923572147,ZAFI,A,AF-000550,A,CO,CUN,25286,Av. Gerardo Jairo Pabón Galvis # 45-85 Este,mario.velandia748@ejemplo.test,3288773239:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000551,1,Rafael,,Guerrero,Fernández,,,1,19590422,ZCC,973838689,ZAFI,B,AF-000551,A,CO,VAL,76001,Cr. 199 # 75-1 Este,rafael.obando749@ejemplo.test,3287673289:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000552,1,Beatriz,Claudia,Puentes,López,,,2,19501225,ZCC,966204375,ZAFI,A,AF-000552,A,CO,CUN,25286,Cr. 8O Bis # 6-8 Este,beatriz.hernández750@ejemplo.test,3222766999:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000553,1,Marina,,Rodríguez,Espinosa,,,2,19810725,ZCC,983426343,ZAFI,B,AF-000553,A,CO,ANT,05001,Carrera 6K # 17-56,marina.franco751@ejemplo.test,3298738428:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000554,1,Marlon,Alfredo,Rubio,Quintero,,,1,19890201,ZCC,998568098,ZAFI,C,AF-000554,A,CO,ANT,05001,Diagonal 52 # 5Y-9 Sur,marlon.cortés752@ejemplo.test,3059205321:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000555,1,Ana,,Jaramillo,González,,,2,19790123,ZCC,927422152,ZAFI,C,AF-000555,A,CO,BOG,11001,Diagonal 198 # 93-3,ana.parra753@ejemplo.test,3352605060:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000556,1,Yohana,,Castillo,López,,,2,20010103,ZCC,955086402,ZAFI,C,AF-000556,A,CO,CUN,25286,Cl. 80 # 1Z-35 Este,yohana.pérez755@ejemplo.test,3151477679:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000557,1,Olga,,Cárdenas,Acosta,,,2,20060222,ZCC,922652095,ZAFI,A,AF-000557,A,CO,ANT,05001,Cr. 44U # 2-6 Este,olga.triana756@ejemplo.test,3247237488:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000558,1,Andrea,,Mejía,Estrada,,,2,19731104,ZCC,911082502,ZAFI,C,AF-000558,A,CO,CUN,25286,Transversal 22 # 95-5,andrea.ortiz757@ejemplo.test,3414707169:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000559,1,Diana,,Vásquez,Cortés,,,2,19510103,ZCC,971463864,ZAFI,B,AF-000559,A,CO,CUN,25286,Calle 25 # 28-83,diana.molina758@ejemplo.test,3414568558:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000560,1,David,José,Zapata,Angulo,,,1,19810309,ZPPT,947661290,ZAFI,B,AF-000560,A,CO,BOG,11001,Tr. 17 # 96-4,david.molina759@ejemplo.test,3168169219:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000561,1,Consuelo,Mayerly,Marín,Rojas,,,2,19800718,ZCC,993894706,ZAFI,B,AF-000561,A,CO,ANT,05001,Tr. 51 # 44-72,consuelo.valencia760@ejemplo.test,3458970837:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000562,1,Edinson,,Rueda,Duque,,,1,19430523,ZCC,943740229,ZAFI,A,AF-000562,A,CO,BOG,11001,Carrera 190 # 37-93,edinson.montoya761@ejemplo.test,3345644049:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000563,1,Andrea,Omaira,Herrera,Santos,,,2,19490408,ZCC,965865409,ZAFI,A,AF-000563,A,CO,CUN,25286,Av. Castro # 4-33,andrea.molina762@ejemplo.test,3062844204:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000564,1,Pilar,,Rangel,Rojas,,,2,20001011,ZCC,993807724,ZAFI,B,AF-000564,A,CO,VAL,76001,Transversal 7ª # 8-1 Este,pilar.martínez763@ejemplo.test,3422673175:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000565,1,Rosa,Inés,Posada,Guevara,,,2,19740531,ZCC,986434158,ZAFI,B,AF-000565,A,CO,ANT,05001,Transversal 33 # 5-66,rosa.ocampo764@ejemplo.test,3242323662:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000566,1,Juan,Moisés,Herrera,Duarte,,,1,19600125,ZCC,996955788,ZAFI,B,AF-000566,A,CO,VAL,76001,Cr. 8 Bis J # 7-55 Sur,juan.betancur765@ejemplo.test,3478811122:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000567,1,Eduar,,Silva,Parra,,,1,19490428,ZCC,926991980,ZAFI,B,AF-000567,A,CO,CUN,25754,Avenida Peña # 52-8 Este,eduar.pineda766@ejemplo.test,3091794462:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000568,1,Alexander,Jonathan,Martínez,Guerrero,,,1,19580510,ZPAS,952248086,ZAFI,B,AF-000568,A,CO,BOG,11001,Avenida Arias # 51-8 Sur,alexander.aguirre767@ejemplo.test,3313312575:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000569,1,Nury,,Morales,Ortiz,,,2,19531219,ZCC,992482535,ZAFI,A,AF-000569,A,CO,CUN,25286,Cr. 197D # 7Q-6,nury.vega769@ejemplo.test,3047481830:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000570,1,Claudia,,García,Cortés,,,2,19460225,ZCC,916743077,ZAFI,B,AF-000570,A,CO,BOG,11001,Calle 6ª # 66-20 Sur,claudia.contreras771@ejemplo.test,3319762499:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000571,1,Andrés,Carlos,Flórez,Hernández,,,1,19601231,ZCC,943918674,ZAFI,A,AF-000571,A,CO,CUN,25286,Cl. 73 # 69-6,andrés.parra772@ejemplo.test,3262625579:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000572,1,Francisco,,Ballesteros,Córdoba,,,1,19830223,ZPAS,918087234,ZAFI,B,AF-000572,A,CO,VAL,76001,Calle 95X # 16-3,francisco.quiroz773@ejemplo.test,3199872051:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000573,1,Diego,Jhon,Montoya,Rico,,,1,19961203,ZCC,997972146,ZAFI,C,AF-000573,A,CO,VAL,76001,Av. calle 9ª # 5M-41 Sur,diego.lópez774@ejemplo.test,3291715580:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000574,1,John,Augusto,Duque,Portilla,,,1,19990228,ZCC,948789389,ZAFI,A,AF-000574,A,CO,CUN,25286,Tr. 6ª # 49-77 Sur,john.rodríguez775@ejemplo.test,3127157722:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000575,1,Liliana,Carmen,Carmona,Rodríguez,,,2,19650304,ZCC,925717394,ZAFI,B,AF-000575,A,CO,BOG,11001,Carrera 24 # 6-49,liliana.velásquez776@ejemplo.test,3016500972:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000576,1,Alejandro,Enrique,Ocampo,Ramos,,,1,19930311,ZCC,916369842,ZAFI,C,AF-000576,A,CO,BOG,11001,Av. Ramos # 81-95 Sur,alejandro.martínez777@ejemplo.test,3318531493:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000577,1,Elizabeth,,Vargas,Moreno,,,2,19840420,ZCC,962251108,ZAFI,C,AF-000577,A,CO,ANT,05001,Calle 30K # 57R-27,elizabeth.vélez778@ejemplo.test,3015222135:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000578,1,Óscar,,Castellanos,Marín,,,1,19770417,ZCC,990455094,ZAFI,C,AF-000578,A,CO,ANT,05001,Carrera 72Y # 9N-2 Este,óscar.arango779@ejemplo.test,3186448499:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000579,1,Cristina,,Rangel,Castro,,,2,19880119,ZCC,964277302,ZAFI,B,AF-000579,A,CO,ANT,05001,Cl. 5H # 11-70 Sur,cristina.pabón780@ejemplo.test,3281883982:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000580,1,Bernardo,David,Ramírez,Pineda,,,1,19450421,ZCC,963859149,ZAFI,B,AF-000580,A,CO,ANT,05001,Carrera 77 # 26-8 Este,bernardo.garcía781@ejemplo.test,3085981424:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000581,1,Carolina,Jimena,Toro,Rodríguez,,,2,19881031,ZCC,934989075,ZAFI,C,AF-000581,A,CO,VAL,76001,Carrera 58 # 91-2 Este,carolina.ceballos782@ejemplo.test,3249793508:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000582,1,Alonso,,Peña,Camacho,,,1,19661219,ZCC,926811414,ZAFI,A,AF-000582,A,CO,BOG,11001,Cr. 9 Sur # 82-2,alonso.salazar783@ejemplo.test,3338561945:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000583,1,Jaime,,Pedraza,Gómez,,,1,20060227,ZCC,910814611,ZAFI,A,AF-000583,A,CO,ANT,05001,Av. Pérez # 64-99 Sur,jaime.arrieta784@ejemplo.test,3072212450:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000584,1,Wilson,Andrés,Muñoz,López,,,1,19420216,ZCC,919286166,ZAFI,C,AF-000584,A,CO,CUN,25754,Cr. 97 # 41-2 Este,wilson.vélez785@ejemplo.test,3199481227:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000585,1,Juan,Javier,Díaz,Castro,,,1,19570203,ZCC,926415143,ZAFI,C,AF-000585,A,CO,BOG,11001,Av. calle 6ª # 12-3 Este,juan.obando787@ejemplo.test,3048976432:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000586,1,Miguel,Gustavo,Burbano,López,,,1,19591026,ZCC,972550429,ZAFI,B,AF-000586,A,CO,VAL,76001,Av. carrera 120 # 7-11,miguel.garcía789@ejemplo.test,3395951530:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000587,1,Benjamín,,Sierra,Ojeda,,,1,19980307,ZCC,927724864,ZAFI,C,AF-000587,A,CO,CUN,25286,Cr. 36 # 24-5,benjamín.fuentes791@ejemplo.test,3466158741:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000588,1,Dora,Ruby,Zuluaga,Parra,,,2,19721019,ZCC,964391354,ZAFI,C,AF-000588,A,CO,CUN,25286,Cr. 90 # 5-5,dora.ramírez792@ejemplo.test,3131206100:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000589,1,Katerine,Johanna,Díaz,Rodríguez,,,2,20080806,ZCC,953660293,ZAFI,A,AF-000589,A,CO,ANT,05001,Avenida Barbacoas # 7-8 Este,katerine.rincón793@ejemplo.test,3350301009:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000590,1,Estela,Erika,Camargo,García,,,2,19640920,ZCC,960725160,ZAFI,B,AF-000590,A,CO,CUN,25754,Cl. 43 # 1-8 Sur,estela.niño795@ejemplo.test,3280871557:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000591,1,Manuel,Óscar,Arboleda,Becerra,,,1,19731209,ZCC,983945264,ZAFI,C,AF-000591,A,CO,CUN,25286,Avenida carrera 100 # 8P-57 Sur,manuel.moreno796@ejemplo.test,3384882296:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000592,1,Sebastián,Jeisson,Solano,Martínez,,,1,19751227,ZPAS,936281347,ZAFI,A,AF-000592,A,CO,VAL,76001,Carrera 5ª # 64I-6 Este,sebastián.cabrera797@ejemplo.test,3258246699:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000593,1,Victoria,Carolina,Vargas,Bastidas,,,2,19790811,ZCC,969956857,ZAFI,B,AF-000593,A,CO,CUN,25286,Dg. 194 # 5-15,victoria.quintero798@ejemplo.test,3421783952:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000594,1,Norbey,Fabio,Gómez,Medina,,,1,19610206,ZCE,981112909,ZAFI,C,AF-000594,A,CO,CUN,25754,Av. Gutiérrez # 56-4,norbey.garcía799@ejemplo.test,3371849400:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000595,2,,,,,Granados Inc S.A.,GRANADOS INC,,,ZNIT,834287814-6,ZEMP,,,,CO,CUN,25754,Avenida carrera 115 # 6R-74 Sur,rrhh@granados.test,6014262006:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000596,2,,,,,Fundación Moreno-Meza,MORENO-MEZA,,,ZNIT,877873196-2,ZEMP,,,,CO,CUN,25286,Calle 126 # 29C-4,rrhh@moreno-meza.test,6015602184:TIT:OWN:TIT,,,Y,N,,,,ESAL,20260901
0007000597,2,,,,,Fundación Martínez-Aguirre,MARTÍNEZ-AGUIRRE,,,ZNIT,890776832-0,ZEMP,,,,CO,CUN,25754,Cr. 2ª # 4-67,rrhh@martínez-aguirre.test,6019457787:TIT:OWN:TIT,,,Y,N,,,,ESAL,20260901
0007000598,2,,,,,Guzmán Acosta and Muñoz Ltda.,GUZMÁN ACOSTA AND MUÑOZ,,,ZNIT,845767653-7,ZEMP,,,,CO,CUN,25754,Carrera 2C # 80-67 Sur,rrhh@guzmán.test,6019154838:TIT:OWN:TIT,,,Y,N,,,,LTDA,20260901
0007000599,2,,,,,Fundación Arévalo-Jiménez,ARÉVALO-JIMÉNEZ,,,ZNIT,883565985-8,ZEMP,,,,CO,CUN,25754,Cr. 2ª # 40-5,rrhh@arévalo-jiménez.test,6017356503:TIT:OWN:TIT,,,Y,N,,,,ESAL,20260901
0007000600,2,,,,,Gaitán Gómez and Aguilar Ltda.,GAITÁN GÓMEZ AND AGUILAR,,,ZNIT,868972384-2,ZEMP,,,,CO,CUN,25286,Cr. 52L # 9-9,rrhh@gaitán.test,6017550396:TIT:OWN:TIT,,,Y,N,,,,LTDA,20260901
0007000601,2,,,,,Osorio Rojas and Triana S.A.,OSORIO ROJAS AND TRIANA,,,ZNIT,885818089-8,ZEMP,,,,CO,ANT,05001,Tr. 99 # 1-10 Este,rrhh@osorio.test,6014570914:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000602,2,,,,,Fundación Rosero Inc,ROSERO INC,,,ZNIT,884633018-6,ZEMP,,,,CO,VAL,76001,Carrera 47 # 9-36 Este,rrhh@rosero.test,6019920325:TIT:OWN:TIT,,,Y,N,,,,ESAL,20260901
0007000603,2,,,,,Pérez-Rivera Ltda.,PÉREZ-RIVERA,,,ZNIT,868176427-6,ZEMP,,,,CO,CUN,25286,Cr. 69 # 3-1 Este,rrhh@pérez-rivera.test,6011399291:TIT:OWN:TIT,,,Y,N,,,,LTDA,20260901
0007000604,2,,,,,Miranda Group Ltda.,MIRANDA GROUP,,,ZNIT,813841700-5,ZEMP,,,,CO,BOG,11001,Transversal 3ª # 69S-5 Sur,rrhh@miranda.test,6015834239:TIT:OWN:TIT,,,Y,N,,,,LTDA,20260901
0007000605,2,,,,,Caicedo PLC S.A.,CAICEDO PLC,,,ZNIT,826039304-1,ZEMP,,,,CO,VAL,76001,Avenida calle 47 # 46-4,rrhh@caicedo.test,6013990419:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000606,2,,,,,Cárdenas Ltd S.A.S.,CÁRDENAS LTD,,,ZNIT,843168433-6,ZEMP,,,,CO,CUN,25286,Diagonal 8K Sur # 42-3,rrhh@cárdenas.test,6016825134:TIT:OWN:TIT,,,Y,N,,,,SAS,20260901
0007000607,2,,,,,Fundación Arteaga PLC,ARTEAGA PLC,,,ZNIT,879742535-1,ZEMP,,,,CO,VAL,76001,Dg. 9C # 1-4 Este,rrhh@arteaga.test,6013967469:TIT:OWN:TIT,,,Y,N,,,,ESAL,20260901
